entity,type,abs_rel,is_refer,is_freq,basetime,start,end
3月上旬至6月底,time_period,relative,FALSE,FALSE,,,
后天十一点到十一点十五,time_period,relative,FALSE,FALSE,,,
2月5日至2月9日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/2/5 0:00,2018/2/9 23:59
10～12月,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/10/1 12:00,2018/12/31 23:59
2013年5月到12月期间,time_period,absolute,FALSE,FALSE,2018/11/1 12:00,2013/5/1 12:00,2013/12/31 23:59
1月31日至2月6日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/1/31 0:00,2018/2/6 23:59
农历大年初一至初七,time_period,relative,FALSE,FALSE,,,
2000-2004年间,time_period,absolute,FALSE,FALSE,,2000/1/1 0:00,2004/12/31 23:59
2月15日～18日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/2/15 0:00,2018/2/18 23:59
十点半到十点四十五分期间,time_period,relative,FALSE,FALSE,,,
2015-2016年,time_period,absolute,FALSE,FALSE,,2015/1/1 12:00,2016/12/31 23:59
周一到周五的十点到六点,time_period,relative,FALSE,FALSE,,,
即日起到1月26日,time_period,relative,FALSE,FALSE,,,
2008.3-2009.1,time_period,absolute,FALSE,FALSE,,2008/3/1 0:00,2019/1/1 23:59
2月24日至3月7日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/2/24 12:00,2018/3/7 23:59
上周1月6日至9日,time_period,relative,FALSE,FALSE,,,
每天下午6至10点,time_period,relative,FALSE,TRUE,,,
十一点到十一点一刻之间,time_period,relative,FALSE,FALSE,,,
节前1月24日-30日,time_period,relative,FALSE,FALSE,,,
农历腊月二十四至除夕,time_period,relative,FALSE,FALSE,,,
2月4-7日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/2/4 0:00,2018/2/7 23:59
大年初五至初八,time_period,relative,FALSE,FALSE,,,
2013年7月到11月,time_period,absolute,FALSE,FALSE,2018/11/1 12:00,2013/7/1 12:00,2018/11/30 23:59
1月16日—29日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/1/16 0:00,2018/1/29 23:59
大年初五到初六,time_period,relative,FALSE,FALSE,,,
1928年6月至7月,time_period,absolute,FALSE,FALSE,2018/11/1 12:00,1928/6/1 0:00,1928/7/1 23:59
周一到周六,time_period,relative,FALSE,FALSE,,,
九○一年到一九四九年,time_period,absolute,FALSE,FALSE,,,
2013年12月29日—2014年1月1日10：00—22:00,time_period,absolute,FALSE,FALSE,,,
2月7日至23日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/2/7 0:00,2018/2/23 23:59
3月7日至16日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/3/7 0:00,2018/3/16 23:59
1-2月,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/1/1 0:00,2018/2/28 23:59
2008-2016年,time_period,absolute,FALSE,FALSE,2018/11/1 12:00,2008/1/1 0:00,2016/12/31 23:59
11月至次年1月份,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/11/1 0:00,2019/1/31 23:59
2月5日～8日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/2/5 0:00,2018/2/8 23:59
每年2月底至3月上旬,time_period,relative,FALSE,TRUE,,,
凌晨2：00-5：00,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/11/1 2:00,2018/11/1 5:00
1978年至1985年期间,time_period,absolute,FALSE,FALSE,,1978/1/1 0:00,1985/12/31 23:59
周一到周五,time_period,relative,FALSE,FALSE,,,
1月7日凌晨至8日中午,time_period,relative,FALSE,FALSE,,,
每晚的八点到九点半,time_period,relative,FALSE,TRUE,,,
1961-1962年期间,time_period,absolute,FALSE,FALSE,,,
腊月二十八至正月初五,time_period,relative,FALSE,FALSE,,,
2月10日至13日,time_period,relative,FALSE,FALSE,2018/11/1 12:00,2018/2/10 0:00,2018/2/13 23:59
1947年2月20日至23日,time_period,absolute,FALSE,FALSE,2018/11/1 12:00,1947/2/20 0:00,1947/2/23 23:59
星期一到星期五,time_period,relative,FALSE,FALSE,,,
2014年6月19日-22日,time_period,absolute,FALSE,FALSE,,,
周一到周五,time_period,relative,FALSE,FALSE,,,
3月13日-4月13日,time_period,relative,FALSE,FALSE,,,
昨日凌晨1点开始至下午3时前后,time_period,relative,FALSE,FALSE,,,
2012-09-2006.30.08,time_period,relative,FALSE,FALSE,,,
1月22日至23日,time_period,relative,FALSE,FALSE,,,
2010年至2013年间,time_period,absolute,FALSE,FALSE,,,
2月11日至3月29日 ,time_period,relative,FALSE,FALSE,,,
周一到周五,time_period,relative,FALSE,FALSE,,,
1978—1996,time_period,absolute,FALSE,FALSE,,,
1996—2000,time_period,absolute,FALSE,FALSE,,,
2001—2007,time_period,absolute,FALSE,FALSE,,,
2007年10月至2012年11月,time_period,absolute,FALSE,FALSE,,,
2014年1月4日至1月6日,time_period,absolute,FALSE,FALSE,,,
1月16日至1月24日,time_period,relative,FALSE,FALSE,,,
1980年至2009年期间,time_period,absolute,FALSE,FALSE,,,
1966年至2009年期间,time_period,absolute,FALSE,FALSE,,,
每天上午10:00-12:00,time_period,relative,FALSE,TRUE,,,
十一点到十一点三十分之间,time_period,relative,FALSE,FALSE,,,
1946年至1950年,time_period,absolute,FALSE,FALSE,,,
1986年至1993年,time_period,absolute,FALSE,FALSE,,,
2007年至2008年,time_period,absolute,FALSE,FALSE,,,
2005年至2012年期间,time_period,absolute,FALSE,FALSE,,,
从早上5点到晚上12点,time_period,relative,FALSE,FALSE,,,
1月31日至2月2日,time_period,relative,FALSE,FALSE,,,
自1月9日零时起至16日零时,time_period,relative,FALSE,FALSE,,,
从晚6点半到早8点半,time_period,relative,FALSE,FALSE,,,
2月11日至16日,time_period,relative,FALSE,FALSE,,,
2013-2014赛季,time_period,absolute,FALSE,FALSE,,,
2013年1月~2月,time_period,absolute,FALSE,FALSE,,,
2013年9月至10月期间,time_period,relative,FALSE,FALSE,,,
196月14日-15日,time_period,absolute,FALSE,FALSE,,,
十一点到十一点三十,time_period,relative,FALSE,FALSE,,,
1996.09-1999.07,time_period,absolute,FALSE,FALSE,,,
2013年6月至11月期间,time_period,absolute,FALSE,FALSE,,,
2014年1月20日16：00—2014年2月10日上午7：00,time_period,absolute,FALSE,FALSE,,,
正月初三到初七,time_period,relative,FALSE,FALSE,,,
10月4日至7日,time_period,relative,FALSE,FALSE,,,
2012～2013,time_period,absolute,FALSE,FALSE,,,
2011年-2013年间,time_period,absolute,FALSE,FALSE,,,
每年的九月到第二年的一月,time_period,relative,FALSE,TRUE,,,
上世纪90年代至本世纪初期,time_period,relative,FALSE,FALSE,,,
2010年4月19日至翌年3月30日,time_period,absolute,FALSE,FALSE,,,
从早上7点持续到晚上8点,time_period,relative,FALSE,FALSE,,,
1月18日至2月中旬期间,time_period,relative,FALSE,FALSE,,,
2014年1月至3月,time_period,absolute,FALSE,FALSE,,,
2月1日至3月15日,time_period,relative,FALSE,FALSE,,,
2010年10月至2011年7月期间,time_period,absolute,FALSE,FALSE,,,
2010年至2011年,time_period,absolute,FALSE,FALSE,,,
今日夜间至19日,time_period,relative,FALSE,FALSE,,,
1月17日~2月15日,time_period,relative,FALSE,FALSE,,,
晚上10点到11点,time_period,relative,FALSE,FALSE,,,
0时到10时,time_period,relative,FALSE,FALSE,,,
10~11月,time_period,relative,FALSE,FALSE,,,
2014年1月17至1月24日,time_period,absolute,FALSE,FALSE,,,
2月6日及2月14日,time_period,relative,FALSE,FALSE,,,
1月4日到5日清晨,time_period,relative,FALSE,FALSE,,,
1月16日至1月18日,time_period,relative,FALSE,FALSE,,,
2013年6月30日晚上至7月1日凌晨,time_period,absolute,FALSE,FALSE,,,
2日20时至3日20时,time_period,relative,FALSE,FALSE,,,
2008年到2012年五年间,time_period,absolute,FALSE,FALSE,,,
去年9月~10月期间,time_period,relative,FALSE,FALSE,,,
